sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
26	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Olomouc, stock of station Hygiene, originally hotel, Olomouc, stock of station Hygiene, originally hotel, Czech Rep.	49.583333	17.233333	1905-06-27	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
34	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Manhattan, New York, unknown conditions, Manhattan, New York, unknown conditions, USA	40.75	73.983333	2005-08-12	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
56	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, apt. building, Prague, apt. building, Czech Rep.	50.083333	14.416667	2006-01-06	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
87	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								University of Sheffield, stock, University of Sheffield, stock, Great Britain			1905-06-28	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
88	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Cambridge, unknown conditions, Cambridge, unknown conditions, Great Britain	52.2	1.45	1905-06-28	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
94	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Brighton, unknown conditions, Brighton, unknown conditions, Great Britain	50.816667	0.133333	2003-01-07	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
97	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Uckfield, East Sussex, family house, Uckfield, East Sussex, family house, Great Britain	50.966667	0.1	2003-02-27	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
110	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Marseille, apt. building, Marseille, apt. building, France	43.333333	5.4	2007-06-26	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
111	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, apt. building, Prague, apt. building, Czech Rep.	50.083333	14.416667	2007-08-31	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
119	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, hotel, Prague, hotel, Czech Rep.	50.066667	14.4	2007-11-29	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
165	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, student lodgings, Prague, student lodgings, Czech Rep.	50.066667	14.4	2002-01-12	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
186	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ponte di Legno, unknown conditions, Ponte di Legno, unknown conditions, Italy	46.25	10.5	2002-01-04	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
187	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, Radotín, unknown conditions, Prague, Radotín, unknown conditions, Czech Rep.	49.983333	14.35	2003-01-05	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
238	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Kralupy nad Vltavou, unknown conditions, Kralupy nad Vltavou, unknown conditions, Czech Rep.	50.233333	14.3	2004-01-10	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
501	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Kabud Chauz, Goluboe ozero, hotel, Kabud Chauz, Goluboe ozero, hotel, Tajikistan	38.833333	70.2	2008-08-08	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
503	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Helsinki, apt. building, Helsinki, apt. building, Finland	60.2	24.95	2008-10-10	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
504	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Brisbane, Kangaroo point, O’Connel street, apt. building, Brisbane, Kangaroo point, O’Connel street, apt. building, Australia	60.2	24.95	2007-01-03	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
505	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, Tusarova, apt. building, Prague, Tusarova, apt. building, Czech Rep.	50.1	14.45	2008-01-12	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
506	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, Klírova, apt. building, Prague, Klírova, apt. building, Czech Rep.	50.016667	14.483333	2009-11-03	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
507	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, Klírova, apt. building, Prague, Klírova, apt. building, Czech Rep.	50.016667	14.483333	2009-03-28	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
508	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague, hostel, Prague, hostel, Czech Rep.	50.066667	14.416667	2009-01-04	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
510	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.916667	18.333333	2009-03-16	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
